==================================================
          LOG DE ANÁLISIS LÉXICO (DART)
==================================================
Desarrollador: Johan Veloz (johegvel)
Fecha y Hora:  28/06/2026 20:15:00
Archivo Origen: algoritmo3.dart
--------------------------------------------------
Tokens detectados: 251
Errores léxicos:   0
--------------------------------------------------
TIPO TOKEN           | LEXEMA                    | LÍNEA | POSICIÓN
RPAREN               | ')'                       | 24    | 902     
SEMICOLON            | ';'                       | 24    | 903     
ID                   | 'Set'                     | 25    | 907     
LT                   | '<'                       | 25    | 910     
ID                   | 'String'                  | 25    | 911     
GT                   | '>'                       | 25    | 917     
ID                   | 'vocalesEnTxt'            | 25    | 919     
ASSIGN               | '='                       | 25    | 932     
ID                   | 'letras'                  | 25    | 934     
DOT                  | '.'                       | 25    | 940     
ID                   | 'intersection'            | 25    | 941     
LPAREN               | '('                       | 25    | 953     
ID                   | 'vocalesSet'              | 25    | 954     
RPAREN               | ')'                       | 25    | 964     
SEMICOLON            | ';'                       | 25    | 965     
ID                   | 'print'                   | 26    | 969     
LPAREN               | '('                       | 26    | 974     
CADENA               | "'Vocales presentes: $vocalesEnTxt'" | 26    | 975     
RPAREN               | ')'                       | 26    | 1009    
SEMICOLON            | ';'                       | 26    | 1010    
RBRACE               | '}'                       | 27    | 1012    
